+-----------------------------+-----------------------------------------------+----------+---------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                         |
| of the Block class in question. The actual final values may be different                               |
| for different states of the block, or they may depend on a TileEntity etc.                             |
+-----------------------------+-----------------------------------------------+----------+---------------+
| Mod name                    | Registry name                                 | Hardness |    Resistance |
| Minecraft                   | minecraft:brown_mushroom                      |     0.00 |          0.00 |
| Minecraft                   | minecraft:brown_mushroom_block                |     0.20 |          1.00 |
| Minecraft                   | minecraft:brown_shulker_box                   |     2.00 |       6000.00 |
| Minecraft                   | minecraft:cactus                              |     0.40 |          2.00 |
| Minecraft                   | minecraft:cake                                |     0.50 |          2.50 |
| Minecraft                   | minecraft:carpet                              |     0.10 |          0.50 |
| Minecraft                   | minecraft:carrots                             |     0.00 |          0.00 |
| Minecraft                   | minecraft:cauldron                            |     2.00 |         10.00 |
| Minecraft                   | minecraft:chain_command_block                 |    -1.00 |   18000000.00 |
| Minecraft                   | minecraft:chest                               |     1.50 |         12.50 |
| Minecraft                   | minecraft:chorus_flower                       |     0.40 |          2.00 |
| Minecraft                   | minecraft:chorus_plant                        |     0.40 |          2.00 |
| Minecraft                   | minecraft:clay                                |     0.60 |          3.00 |
| Minecraft                   | minecraft:coal_block                          |     5.00 |         30.00 |
| Minecraft                   | minecraft:coal_ore                            |     3.00 |         15.00 |
| Minecraft                   | minecraft:cobblestone                         |     2.00 |         30.00 |
| Minecraft                   | minecraft:cobblestone_wall                    |     2.00 |         30.00 |
| Minecraft                   | minecraft:cocoa                               |     0.20 |         15.00 |
| Minecraft                   | minecraft:command_block                       |    -1.00 |   18000000.00 |
| Minecraft                   | minecraft:concrete                            |     1.80 |          9.00 |
| Minecraft                   | minecraft:concrete_powder                     |     0.50 |          2.50 |
| Minecraft                   | minecraft:crafting_table                      |     1.50 |         12.50 |
| Minecraft                   | minecraft:cyan_glazed_terracotta              |     1.40 |          7.00 |
| Minecraft                   | minecraft:cyan_shulker_box                    |     2.00 |       6000.00 |
| Minecraft                   | minecraft:dark_oak_door                       |     1.50 |         15.00 |
| Minecraft                   | minecraft:dark_oak_fence                      |     1.50 |         15.00 |
| Minecraft                   | minecraft:dark_oak_fence_gate                 |     1.50 |         15.00 |
| Minecraft                   | minecraft:dark_oak_stairs                     |     2.00 |         15.00 |
| Minecraft                   | minecraft:daylight_detector                   |     0.20 |          1.00 |
| Minecraft                   | minecraft:daylight_detector_inverted          |     0.20 |          1.00 |
| Minecraft                   | minecraft:deadbush                            |     0.00 |          0.00 |
| Minecraft                   | minecraft:detector_rail                       |     0.70 |          3.50 |
| Minecraft                   | minecraft:diamond_block                       |     5.00 |         30.00 |
| Minecraft                   | minecraft:diamond_ore                         |     3.00 |         15.00 |
| Minecraft                   | minecraft:dirt                                |     0.50 |          2.50 |
| Minecraft                   | minecraft:dispenser                           |     3.50 |         17.50 |
| Minecraft                   | minecraft:double_plant                        |     0.00 |          0.00 |
| Minecraft                   | minecraft:double_stone_slab                   |     2.00 |         30.00 |
| Minecraft                   | minecraft:double_stone_slab2                  |     2.00 |         30.00 |
| Minecraft                   | minecraft:double_wooden_slab                  |     2.00 |         15.00 |
| Minecraft                   | minecraft:dragon_egg                          |     3.00 |         45.00 |
| Minecraft                   | minecraft:dropper                             |     3.50 |         17.50 |
| Minecraft                   | minecraft:emerald_block                       |     5.00 |         30.00 |
| Minecraft                   | minecraft:emerald_ore                         |     3.00 |         15.00 |
| Minecraft                   | minecraft:enchanting_table                    |     5.00 |       6000.00 |
| Minecraft                   | minecraft:end_bricks                          |     0.80 |          4.00 |
| Minecraft                   | minecraft:end_gateway                         |    -1.00 |   18000000.00 |
| Minecraft                   | minecraft:end_portal                          |    -1.00 |   18000000.00 |
| Minecraft                   | minecraft:end_portal_frame                    |    -1.00 |   18000000.00 |
| Minecraft                   | minecraft:end_rod                             |     0.00 |          0.00 |
| Minecraft                   | minecraft:end_stone                           |     3.00 |         45.00 |
| Minecraft                   | minecraft:ender_chest                         |    22.50 |       3000.00 |
| Minecraft                   | minecraft:farmland                            |     0.60 |          3.00 |
| Minecraft                   | minecraft:fence                               |     1.50 |         15.00 |
| Minecraft                   | minecraft:fence_gate                          |     1.50 |         15.00 |
| Minecraft                   | minecraft:fire                                |     0.00 |          0.00 |
| Minecraft                   | minecraft:flower_pot                          |     0.00 |          0.00 |
| Minecraft                   | minecraft:flowing_lava                        |   100.00 |        500.00 |
| Minecraft                   | minecraft:flowing_water                       |   100.00 |        500.00 |
| Minecraft                   | minecraft:frosted_ice                         |     0.50 |          2.50 |
| Minecraft                   | minecraft:furnace                             |     3.00 |         17.50 |
| Minecraft                   | minecraft:glass                               |     0.30 |          1.50 |
| Minecraft                   | minecraft:glass_pane                          |     0.30 |          1.50 |
| Minecraft                   | minecraft:glowstone                           |     0.60 |          3.00 |
| Minecraft                   | minecraft:gold_block                          |     3.00 |         30.00 |
| Minecraft                   | minecraft:gold_ore                            |     3.00 |         15.00 |
| Minecraft                   | minecraft:golden_rail                         |     0.70 |          3.50 |
| Minecraft                   | minecraft:grass                               |     0.60 |          3.00 |
| Minecraft                   | minecraft:grass_path                          |     0.65 |          3.25 |
| Minecraft                   | minecraft:gravel                              |     0.60 |          3.00 |
| Minecraft                   | minecraft:gray_glazed_terracotta              |     1.40 |          7.00 |
| Minecraft                   | minecraft:gray_shulker_box                    |     2.00 |       6000.00 |
| Minecraft                   | minecraft:green_glazed_terracotta             |     1.40 |          7.00 |
| Minecraft                   | minecraft:green_shulker_box                   |     2.00 |       6000.00 |
| Minecraft                   | minecraft:hardened_clay                       |     1.25 |         21.00 |
| Minecraft                   | minecraft:hay_block                           |     0.50 |          2.50 |
| Minecraft                   | minecraft:heavy_weighted_pressure_plate       |     0.50 |          2.50 |
| Minecraft                   | minecraft:hopper                              |     3.00 |         24.00 |
| Minecraft                   | minecraft:ice                                 |     0.50 |          2.50 |
| Minecraft                   | minecraft:iron_bars                           |     5.00 |         30.00 |
| Minecraft                   | minecraft:iron_block                          |     5.00 |         30.00 |
| Minecraft                   | minecraft:iron_door                           |     5.00 |         25.00 |
| Minecraft                   | minecraft:iron_ore                            |     3.00 |         15.00 |
| Minecraft                   | minecraft:iron_trapdoor                       |     5.00 |         25.00 |
| Minecraft                   | minecraft:jukebox                             |     1.50 |         30.00 |
| Minecraft                   | minecraft:jungle_door                         |     1.50 |         15.00 |
| Minecraft                   | minecraft:jungle_fence                        |     1.50 |         15.00 |
| Minecraft                   | minecraft:jungle_fence_gate                   |     1.50 |         15.00 |
| Minecraft                   | minecraft:jungle_stairs                       |     2.00 |         15.00 |
| Minecraft                   | minecraft:ladder                              |     0.40 |          2.00 |
| Minecraft                   | minecraft:lapis_block                         |     3.00 |         15.00 |
| Minecraft                   | minecraft:lapis_ore                           |     3.00 |         15.00 |
| Minecraft                   | minecraft:lava                                |   100.00 |        500.00 |
| Minecraft                   | minecraft:leaves                              |     0.20 |          1.00 |
| Minecraft                   | minecraft:leaves2                             |     0.20 |          1.00 |
| Minecraft                   | minecraft:lever                               |     0.50 |          2.50 |
| Minecraft                   | minecraft:light_blue_glazed_terracotta        |     1.40 |          7.00 |
| Minecraft                   | minecraft:light_blue_shulker_box              |     2.00 |       6000.00 |
| Minecraft                   | minecraft:light_weighted_pressure_plate       |     0.50 |          2.50 |
| Minecraft                   | minecraft:lime_glazed_terracotta              |     1.40 |          7.00 |
| Minecraft                   | minecraft:lime_shulker_box                    |     2.00 |       6000.00 |
| Minecraft                   | minecraft:lit_furnace                         |     3.00 |         17.50 |
| Minecraft                   | minecraft:lit_pumpkin                         |     1.00 |          5.00 |
| Minecraft                   | minecraft:lit_redstone_lamp                   |     0.30 |          1.50 |
| Minecraft                   | minecraft:lit_redstone_ore                    |     3.00 |         15.00 |
| Minecraft                   | minecraft:log                                 |     1.25 |         10.00 |
| Minecraft                   | minecraft:log2                                |     1.25 |         10.00 |
| Minecraft                   | minecraft:magenta_glazed_terracotta           |     1.40 |          7.00 |
| Minecraft                   | minecraft:magenta_shulker_box                 |     2.00 |       6000.00 |
| Minecraft                   | minecraft:magma                               |     0.50 |          2.50 |
| Minecraft                   | minecraft:melon_block                         |     1.00 |          5.00 |
| Minecraft                   | minecraft:melon_stem                          |     0.20 |          1.00 |
| Minecraft                   | minecraft:mob_spawner                         |     5.00 |         25.00 |
| Minecraft                   | minecraft:monster_egg                         |     1.50 |          7.50 |
| Minecraft                   | minecraft:mossy_cobblestone                   |     2.00 |         30.00 |
| Minecraft                   | minecraft:mycelium                            |     0.60 |          3.00 |
| Minecraft                   | minecraft:nether_brick                        |     2.00 |         30.00 |
| Minecraft                   | minecraft:nether_brick_fence                  |     2.00 |         30.00 |
| Minecraft                   | minecraft:nether_brick_stairs                 |     2.00 |         30.00 |
| Minecraft                   | minecraft:nether_wart                         |     0.00 |          0.00 |
| Minecraft                   | minecraft:nether_wart_block                   |     1.00 |          5.00 |
| Minecraft                   | minecraft:netherrack                          |     0.40 |          2.00 |
| Minecraft                   | minecraft:noteblock                           |     0.80 |          4.00 |
| Minecraft                   | minecraft:oak_stairs                          |     2.00 |         15.00 |
| Minecraft                   | minecraft:observer                            |     3.00 |         15.00 |
| Minecraft                   | minecraft:obsidian                            |    50.00 |       6000.00 |
| Minecraft                   | minecraft:orange_glazed_terracotta            |     1.40 |          7.00 |
| Minecraft                   | minecraft:orange_shulker_box                  |     2.00 |       6000.00 |
| Minecraft                   | minecraft:packed_ice                          |     0.50 |          2.50 |
| Minecraft                   | minecraft:pink_glazed_terracotta              |     1.40 |          7.00 |
| Minecraft                   | minecraft:pink_shulker_box                    |     2.00 |       6000.00 |
| Minecraft                   | minecraft:piston                              |     0.50 |          2.50 |
| Minecraft                   | minecraft:piston_extension                    |    -1.00 |          0.00 |
| Minecraft                   | minecraft:piston_head                         |     0.50 |          2.50 |
| Minecraft                   | minecraft:planks                              |     1.00 |         15.00 |
| Minecraft                   | minecraft:portal                              |    -1.00 |          0.00 |
| Minecraft                   | minecraft:potatoes                            |     0.00 |          0.00 |
| Minecraft                   | minecraft:powered_comparator                  |     0.00 |          0.00 |
| Minecraft                   | minecraft:powered_repeater                    |     0.00 |          0.00 |
| Minecraft                   | minecraft:prismarine                          |     1.50 |         30.00 |
| Minecraft                   | minecraft:pumpkin                             |     1.00 |          5.00 |
| Minecraft                   | minecraft:pumpkin_stem                        |     0.20 |          1.00 |
| Minecraft                   | minecraft:purple_glazed_terracotta            |     1.40 |          7.00 |
| Minecraft                   | minecraft:purple_shulker_box                  |     2.00 |       6000.00 |
| Minecraft                   | minecraft:purpur_block                        |     1.50 |         30.00 |
| Minecraft                   | minecraft:purpur_double_slab                  |     2.00 |         30.00 |
| Minecraft                   | minecraft:purpur_pillar                       |     1.50 |         30.00 |
| Minecraft                   | minecraft:purpur_slab                         |     2.00 |         30.00 |
| Minecraft                   | minecraft:purpur_stairs                       |     1.50 |         30.00 |
| Minecraft                   | minecraft:quartz_block                        |     2.00 |         10.00 |
| Minecraft                   | minecraft:quartz_ore                          |     1.00 |         15.00 |
| Minecraft                   | minecraft:quartz_stairs                       |     2.00 |         10.00 |
| Minecraft                   | minecraft:rail                                |     0.70 |          3.50 |
| Minecraft                   | minecraft:red_flower                          |     0.00 |          0.00 |
| Minecraft                   | minecraft:red_glazed_terracotta               |     1.40 |          7.00 |
| Minecraft                   | minecraft:red_mushroom                        |     0.00 |          0.00 |
| Minecraft                   | minecraft:red_mushroom_block                  |     0.20 |          1.00 |
| Minecraft                   | minecraft:red_nether_brick                    |     2.00 |         30.00 |
| Minecraft                   | minecraft:red_sandstone                       |     0.80 |          4.00 |
| Minecraft                   | minecraft:red_sandstone_stairs                |     0.80 |          4.00 |
| Minecraft                   | minecraft:red_shulker_box                     |     2.00 |       6000.00 |
| Minecraft                   | minecraft:redstone_block                      |     5.00 |         30.00 |
| Minecraft                   | minecraft:redstone_lamp                       |     0.30 |          1.50 |
| Minecraft                   | minecraft:redstone_ore                        |     3.00 |         15.00 |
| Minecraft                   | minecraft:redstone_torch                      |     0.00 |          0.00 |
| Minecraft                   | minecraft:redstone_wire                       |     0.00 |          0.00 |
| Minecraft                   | minecraft:reeds                               |     0.00 |          0.00 |
| Minecraft                   | minecraft:repeating_command_block             |    -1.00 |   18000000.00 |
| Minecraft                   | minecraft:sand                                |     0.50 |          2.50 |
| Minecraft                   | minecraft:sandstone                           |     1.50 |          7.50 |
| Minecraft                   | minecraft:sandstone_stairs                    |     0.80 |          4.00 |
| Minecraft                   | minecraft:sapling                             |     0.00 |          0.00 |
| Minecraft                   | minecraft:sea_lantern                         |     0.30 |          1.50 |
| Minecraft                   | minecraft:silver_glazed_terracotta            |     1.40 |          7.00 |
| Minecraft                   | minecraft:silver_shulker_box                  |     2.00 |       6000.00 |
| Minecraft                   | minecraft:skull                               |     1.00 |          5.00 |
| Minecraft                   | minecraft:slime                               |     0.00 |          0.00 |
| Minecraft                   | minecraft:snow                                |     0.20 |          1.00 |
| Minecraft                   | minecraft:snow_layer                          |     0.10 |          0.50 |
| Minecraft                   | minecraft:soul_sand                           |     0.50 |          2.50 |
| Minecraft                   | minecraft:sponge                              |     0.60 |          3.00 |
| Minecraft                   | minecraft:spruce_door                         |     1.50 |         15.00 |
| Minecraft                   | minecraft:spruce_fence                        |     1.50 |         15.00 |
| Minecraft                   | minecraft:spruce_fence_gate                   |     1.50 |         15.00 |
| Minecraft                   | minecraft:spruce_stairs                       |     2.00 |         15.00 |
| Minecraft                   | minecraft:stained_glass                       |     0.30 |          1.50 |
| Minecraft                   | minecraft:stained_glass_pane                  |     0.30 |          1.50 |
| Minecraft                   | minecraft:stained_hardened_clay               |     1.25 |         21.00 |
| Minecraft                   | minecraft:standing_banner                     |     1.00 |          5.00 |
| Minecraft                   | minecraft:standing_sign                       |     1.00 |          5.00 |
| Minecraft                   | minecraft:sticky_piston                       |     0.50 |          2.50 |
| Minecraft                   | minecraft:stone                               |     2.25 |         30.00 |
| Minecraft                   | minecraft:stone_brick_stairs                  |     1.50 |         30.00 |
| Minecraft                   | minecraft:stone_button                        |     0.50 |          2.50 |
| Minecraft                   | minecraft:stone_pressure_plate                |     1.50 |          7.50 |
| Minecraft                   | minecraft:stone_slab                          |     2.00 |         30.00 |
| Minecraft                   | minecraft:stone_slab2                         |     2.00 |         30.00 |
| Minecraft                   | minecraft:stone_stairs                        |     2.00 |         30.00 |
| Minecraft                   | minecraft:stonebrick                          |     2.25 |         30.00 |
| Minecraft                   | minecraft:structure_block                     |    -1.00 |   18000000.00 |
| Minecraft                   | minecraft:structure_void                      |     0.00 |          0.00 |
| Minecraft                   | minecraft:tallgrass                           |     0.00 |          0.00 |
| Minecraft                   | minecraft:tnt                                 |     0.00 |          0.00 |
| Minecraft                   | minecraft:torch                               |     0.00 |          0.00 |
| Minecraft                   | minecraft:trapdoor                            |     1.50 |         15.00 |
| Minecraft                   | minecraft:trapped_chest                       |     2.50 |         12.50 |
| Minecraft                   | minecraft:tripwire                            |     0.00 |          0.00 |
| Minecraft                   | minecraft:tripwire_hook                       |     0.00 |          0.00 |
| Minecraft                   | minecraft:unlit_redstone_torch                |     0.00 |          0.00 |
| Minecraft                   | minecraft:unpowered_comparator                |     0.00 |          0.00 |
| Minecraft                   | minecraft:unpowered_repeater                  |     0.00 |          0.00 |
| Minecraft                   | minecraft:vine                                |     0.20 |          1.00 |
| Minecraft                   | minecraft:wall_banner                         |     1.00 |          5.00 |
| Minecraft                   | minecraft:wall_sign                           |     1.00 |          5.00 |
| Minecraft                   | minecraft:water                               |   100.00 |        500.00 |
| Minecraft                   | minecraft:waterlily                           |     0.00 |          0.00 |
| Minecraft                   | minecraft:web                                 |     4.00 |         20.00 |
| Minecraft                   | minecraft:wheat                               |     0.00 |          0.00 |
| Minecraft                   | minecraft:white_glazed_terracotta             |     1.40 |          7.00 |
| Minecraft                   | minecraft:white_shulker_box                   |     2.00 |       6000.00 |
| Minecraft                   | minecraft:wooden_button                       |     0.50 |          2.50 |
| Minecraft                   | minecraft:wooden_door                         |     1.50 |         15.00 |
| Minecraft                   | minecraft:wooden_pressure_plate               |     0.50 |          2.50 |
| Minecraft                   | minecraft:wooden_slab                         |     1.00 |         15.00 |
| Minecraft                   | minecraft:wool                                |     0.80 |          4.00 |
| Minecraft                   | minecraft:yellow_flower                       |     0.00 |          0.00 |
| Minecraft                   | minecraft:yellow_glazed_terracotta            |     1.40 |          7.00 |
| Minecraft                   | minecraft:yellow_shulker_box                  |     2.00 |       6000.00 |
| Misty World                 | mist:a_tree_block                             |     3.00 |         15.00 |
| Misty World                 | mist:a_tree_branch                            |     3.00 |         15.00 |
| Misty World                 | mist:a_tree_leaves                            |     0.20 |          1.00 |
| Misty World                 | mist:a_tree_slab                              |     3.00 |         15.00 |
| Misty World                 | mist:a_tree_stairs                            |     3.00 |         15.00 |
| Misty World                 | mist:a_tree_step                              |     3.00 |         15.00 |
| Misty World                 | mist:a_tree_trunk                             |     3.00 |         15.00 |
| Misty World                 | mist:acacia_block                             |     4.00 |         20.00 |
| Misty World                 | mist:acacia_branch                            |     4.00 |         20.00 |
| Misty World                 | mist:acacia_leaves                            |     0.20 |          1.00 |
| Misty World                 | mist:acacia_slab                              |     4.00 |         20.00 |
| Misty World                 | mist:acacia_stairs                            |     4.00 |         20.00 |
| Misty World                 | mist:acacia_step                              |     4.00 |         20.00 |
| Misty World                 | mist:acacia_trunk                             |     4.00 |         20.00 |
| Misty World                 | mist:acid_block                               |     0.00 |          0.00 |
| Misty World                 | mist:acid_dirt_0                              |     0.70 |          3.50 |
| Misty World                 | mist:acid_dirt_1                              |     0.60 |          3.00 |
| Misty World                 | mist:acid_dirt_2                              |     0.50 |          2.50 |
| Misty World                 | mist:acid_grass_0                             |     0.70 |          3.50 |
| Misty World                 | mist:acid_grass_1                             |     0.60 |          3.00 |
| Misty World                 | mist:acid_grass_2                             |     0.50 |          2.50 |
| Misty World                 | mist:acid_sand                                |     0.50 |          2.50 |
| Misty World                 | mist:aspen_block                              |     4.00 |         20.00 |
| Misty World                 | mist:aspen_branch                             |     4.00 |         20.00 |
| Misty World                 | mist:aspen_leaves                             |     0.20 |          1.00 |
| Misty World                 | mist:aspen_slab                               |     4.00 |         20.00 |
| Misty World                 | mist:aspen_stairs                             |     4.00 |         20.00 |
| Misty World                 | mist:aspen_step                               |     4.00 |         20.00 |
| Misty World                 | mist:aspen_trunk                              |     4.00 |         20.00 |
| Misty World                 | mist:bio_shale_block                          |     5.00 |         30.00 |
| Misty World                 | mist:bio_shale_ore                            |     5.00 |         60.00 |
| Misty World                 | mist:birch_block                              |     4.00 |         20.00 |
| Misty World                 | mist:birch_branch                             |     4.00 |         20.00 |
| Misty World                 | mist:birch_leaves                             |     0.20 |          1.00 |
| Misty World                 | mist:birch_slab                               |     4.00 |         20.00 |
| Misty World                 | mist:birch_stairs                             |     4.00 |         20.00 |
| Misty World                 | mist:birch_step                               |     4.00 |         20.00 |
| Misty World                 | mist:birch_trunk                              |     4.00 |         20.00 |
| Misty World                 | mist:camp_stick                               |     0.40 |          2.00 |
| Misty World                 | mist:campfire                                 |     0.50 |          2.50 |
| Misty World                 | mist:clay                                     |     1.50 |          7.50 |
| Misty World                 | mist:cobblestone                              |     3.00 |         30.00 |
| Misty World                 | mist:cobblestone_slab                         |     3.00 |         30.00 |
| Misty World                 | mist:cobblestone_stairs                       |     3.00 |         30.00 |
| Misty World                 | mist:cobblestone_step                         |     3.00 |         30.00 |
| Misty World                 | mist:compost_heap                             |     0.50 |          2.50 |
| Misty World                 | mist:dirt_c                                   |     0.60 |          3.00 |
| Misty World                 | mist:dirt_f                                   |     0.50 |          2.50 |
| Misty World                 | mist:dirt_r                                   |     0.70 |          3.50 |
| Misty World                 | mist:dirt_s                                   |     0.40 |          2.00 |
| Misty World                 | mist:dirt_t                                   |     0.50 |          2.50 |
| Misty World                 | mist:farmland_c                               |     0.60 |          3.00 |
| Misty World                 | mist:farmland_f                               |     0.50 |          2.50 |
| Misty World                 | mist:farmland_h                               |     0.60 |          3.00 |
| Misty World                 | mist:farmland_r                               |     0.70 |          3.50 |
| Misty World                 | mist:farmland_s                               |     0.40 |          2.00 |
| Misty World                 | mist:farmland_t                               |     0.50 |          2.50 |
| Misty World                 | mist:filter_coal_block                        |     5.00 |         30.00 |
| Misty World                 | mist:filter_coal_ore                          |   100.00 |       3000.00 |
| Misty World                 | mist:floating_mat                             |     0.70 |          3.50 |
| Misty World                 | mist:flower_pot                               |     0.00 |          0.00 |
| Misty World                 | mist:gold_ore                                 |     5.00 |         60.00 |
| Misty World                 | mist:grass_c                                  |     0.60 |          3.00 |
| Misty World                 | mist:grass_f                                  |     0.50 |          2.50 |
| Misty World                 | mist:grass_r                                  |     0.70 |          3.50 |
| Misty World                 | mist:grass_s                                  |     0.40 |          2.00 |
| Misty World                 | mist:grass_t                                  |     0.50 |          2.50 |
| Misty World                 | mist:gravel                                   |     0.60 |          3.00 |
| Misty World                 | mist:humus_dirt                               |     0.60 |          3.00 |
| Misty World                 | mist:humus_grass                              |     0.60 |          3.00 |
| Misty World                 | mist:iron_ore                                 |   100.00 |       3000.00 |
| Misty World                 | mist:lapis_ore                                |   100.00 |       3000.00 |
| Misty World                 | mist:loose_rock                               |     0.00 |          0.00 |
| Misty World                 | mist:mulch_block                              |     0.50 |          2.50 |
| Misty World                 | mist:mushrooms_0                              |     0.00 |          0.00 |
| Misty World                 | mist:mushrooms_1                              |     0.00 |          0.00 |
| Misty World                 | mist:mycelium                                 |     0.50 |          2.50 |
| Misty World                 | mist:niobium_block                            |     5.00 |         30.00 |
| Misty World                 | mist:niobium_ore                              |     5.00 |         60.00 |
| Misty World                 | mist:oak_block                                |     5.00 |         25.00 |
| Misty World                 | mist:oak_branch                               |     5.00 |         25.00 |
| Misty World                 | mist:oak_leaves                               |     0.20 |          1.00 |
| Misty World                 | mist:oak_slab                                 |     5.00 |         25.00 |
| Misty World                 | mist:oak_stairs                               |     5.00 |         25.00 |
| Misty World                 | mist:oak_step                                 |     5.00 |         25.00 |
| Misty World                 | mist:oak_trunk                                |     5.00 |         25.00 |
| Misty World                 | mist:peat                                     |     0.70 |          3.50 |
| Misty World                 | mist:pine_block                               |     4.00 |         20.00 |
| Misty World                 | mist:pine_branch                              |     4.00 |         20.00 |
| Misty World                 | mist:pine_leaves                              |     0.20 |          1.00 |
| Misty World                 | mist:pine_slab                                |     4.00 |         20.00 |
| Misty World                 | mist:pine_stairs                              |     4.00 |         20.00 |
| Misty World                 | mist:pine_step                                |     4.00 |         20.00 |
| Misty World                 | mist:pine_trunk                               |     4.00 |         20.00 |
| Misty World                 | mist:poplar_block                             |     3.00 |         15.00 |
| Misty World                 | mist:poplar_branch                            |     3.00 |         15.00 |
| Misty World                 | mist:poplar_leaves                            |     0.20 |          1.00 |
| Misty World                 | mist:poplar_slab                              |     3.00 |         15.00 |
| Misty World                 | mist:poplar_stairs                            |     3.00 |         15.00 |
| Misty World                 | mist:poplar_step                              |     3.00 |         15.00 |
| Misty World                 | mist:poplar_trunk                             |     3.00 |         15.00 |
| Misty World                 | mist:portal                                   |     0.00 |          0.00 |
| Misty World                 | mist:portal_base                              |    10.00 |       3000.00 |
| Misty World                 | mist:portal_work                              |    10.00 |       3000.00 |
| Misty World                 | mist:s_tree_block                             |    10.00 |         50.00 |
| Misty World                 | mist:s_tree_branch                            |    10.00 |         50.00 |
| Misty World                 | mist:s_tree_leaves                            |     0.20 |          1.00 |
| Misty World                 | mist:s_tree_slab                              |    10.00 |         50.00 |
| Misty World                 | mist:s_tree_stairs                            |    10.00 |         50.00 |
| Misty World                 | mist:s_tree_step                              |    10.00 |         50.00 |
| Misty World                 | mist:s_tree_trunk                             |    10.00 |         45.00 |
| Misty World                 | mist:sand                                     |     0.50 |          2.50 |
| Misty World                 | mist:sapropel                                 |     0.50 |          2.50 |
| Misty World                 | mist:snow_block                               |     5.00 |         25.00 |
| Misty World                 | mist:snow_branch                              |     5.00 |         25.00 |
| Misty World                 | mist:snow_leaves                              |     0.20 |          1.00 |
| Misty World                 | mist:snow_slab                                |     5.00 |         25.00 |
| Misty World                 | mist:snow_stairs                              |     5.00 |         25.00 |
| Misty World                 | mist:snow_step                                |     5.00 |         25.00 |
| Misty World                 | mist:snow_trunk                               |     5.00 |         25.00 |
| Misty World                 | mist:sponge                                   |     0.40 |          2.00 |
| Misty World                 | mist:spruce_block                             |     4.00 |         20.00 |
| Misty World                 | mist:spruce_branch                            |     4.00 |         20.00 |
| Misty World                 | mist:spruce_leaves                            |     0.20 |          1.00 |
| Misty World                 | mist:spruce_slab                              |     4.00 |         20.00 |
| Misty World                 | mist:spruce_stairs                            |     4.00 |         20.00 |
| Misty World                 | mist:spruce_step                              |     4.00 |         20.00 |
| Misty World                 | mist:spruce_trunk                             |     4.00 |         20.00 |
| Misty World                 | mist:stone                                    |   100.00 |       3000.00 |
| Misty World                 | mist:stone_basic                              |   800.00 |      24000.00 |
| Misty World                 | mist:stone_porous                             |     5.00 |         60.00 |
| Misty World                 | mist:t_tree_block                             |     6.00 |         30.00 |
| Misty World                 | mist:t_tree_branch                            |     6.00 |         30.00 |
| Misty World                 | mist:t_tree_leaves                            |     0.20 |          1.00 |
| Misty World                 | mist:t_tree_slab                              |     6.00 |         30.00 |
| Misty World                 | mist:t_tree_stairs                            |     6.00 |         30.00 |
| Misty World                 | mist:t_tree_step                              |     6.00 |         30.00 |
| Misty World                 | mist:t_tree_trunk                             |     6.00 |         30.00 |
| Misty World                 | mist:tree_sapling                             |     0.00 |          0.00 |
| Misty World                 | mist:willow_block                             |     4.00 |         20.00 |
| Misty World                 | mist:willow_branch                            |     4.00 |         20.00 |
| Misty World                 | mist:willow_leaves                            |     0.20 |          1.00 |
| Misty World                 | mist:willow_slab                              |     4.00 |         20.00 |
| Misty World                 | mist:willow_stairs                            |     4.00 |         20.00 |
| Misty World                 | mist:willow_step                              |     4.00 |         20.00 |
| Misty World                 | mist:willow_trunk                             |     4.00 |         20.00 |
| Mowzie's Mobs               | mowziesmobs:campfire                          |     0.00 |          0.00 |
| Mowzie's Mobs               | mowziesmobs:grottol                           |     0.00 |          0.00 |
| Mowzie's Mobs               | mowziesmobs:painted_acacia                    |     2.00 |         15.00 |
| Mowzie's Mobs               | mowziesmobs:painted_acacia_double_slab        |     2.00 |         15.00 |
| Mowzie's Mobs               | mowziesmobs:painted_acacia_slab               |     2.00 |         15.00 |
| Ore Core                    | orecore:aluminium_ore                         |     3.00 |         15.00 |
| Ore Core                    | orecore:amethyst_ore                          |     3.00 |         15.00 |
| Ore Core                    | orecore:ashe_block                            |     0.20 |          0.00 |
| Ore Core                    | orecore:basalt_block                          |     1.50 |         30.00 |
| Ore Core                    | orecore:basalt_ore                            |     1.50 |         30.00 |
| Ore Core                    | orecore:bone_ore                              |     1.00 |          7.50 |
| Ore Core                    | orecore:compressed_aluminium_ore              |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_amethyst_ore               |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_coal_ore                   |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_copper_ore                 |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_diamond_ore                |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_emerald_ore                |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_gold_ore                   |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_iridium_ore                |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_iron_ore                   |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_lapis_ore                  |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_lead_ore                   |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_platinum_ore               |     3.00 |         15.00 |
